160000,2,0,fir,linear,0.435
160000,2,0,fir,copy-strided,1.332
160000,2,0,fir,manual-strided,0.688
160000,2,0,fir,iterator-strided-dynamic,0.46
160000,2,0,fir,iterator-strided-static,0.648
160000,4,0,fir,linear,0.15
160000,4,0,fir,copy-strided,0.655
160000,4,0,fir,manual-strided,0.486
160000,4,0,fir,iterator-strided-dynamic,0.44
160000,4,0,fir,iterator-strided-static,0.458
160000,4,2,fir,linear,0.231
160000,4,2,fir,copy-blockstrided,1.019
160000,4,2,fir,manual-blockstrided,0.767
160000,4,2,fir,iterator-blockstrided-dynamic,0.745
160000,4,2,fir,iterator-blockstrided-static,0.45
160000,8,0,fir,linear,0.075
160000,8,0,fir,copy-strided,0.505
160000,8,0,fir,manual-strided,0.502
160000,8,0,fir,iterator-strided-dynamic,0.488
160000,8,0,fir,iterator-strided-static,0.449
160000,8,4,fir,linear,0.235
160000,8,4,fir,copy-blockstrided,1.012
160000,8,4,fir,manual-blockstrided,0.709
160000,8,4,fir,iterator-blockstrided-dynamic,0.705
160000,8,4,fir,iterator-blockstrided-static,0.468
320000,2,0,fir,linear,0.833
320000,2,0,fir,copy-strided,3.013
320000,2,0,fir,manual-strided,1.973
320000,2,0,fir,iterator-strided-dynamic,1.707
320000,2,0,fir,iterator-strided-static,1.723
320000,4,0,fir,linear,0.402
320000,4,0,fir,copy-strided,1.74
320000,4,0,fir,manual-strided,1.629
320000,4,0,fir,iterator-strided-dynamic,1.653
320000,4,0,fir,iterator-strided-static,1.604
320000,4,2,fir,linear,0.879
320000,4,2,fir,copy-blockstrided,2.834
320000,4,2,fir,manual-blockstrided,1.787
320000,4,2,fir,iterator-blockstrided-dynamic,1.873
320000,4,2,fir,iterator-blockstrided-static,1.755
320000,8,0,fir,linear,0.187
320000,8,0,fir,copy-strided,1.488
320000,8,0,fir,manual-strided,1.702
320000,8,0,fir,iterator-strided-dynamic,1.584
320000,8,0,fir,iterator-strided-static,1.665
320000,8,4,fir,linear,0.882
320000,8,4,fir,copy-blockstrided,2.839
320000,8,4,fir,manual-blockstrided,1.767
320000,8,4,fir,iterator-blockstrided-dynamic,1.809
320000,8,4,fir,iterator-blockstrided-static,1.729
480000,2,0,fir,linear,1.498
480000,2,0,fir,copy-strided,5.284
480000,2,0,fir,manual-strided,3.048
480000,2,0,fir,iterator-strided-dynamic,2.681
480000,2,0,fir,iterator-strided-static,2.653
480000,4,0,fir,linear,0.805
480000,4,0,fir,copy-strided,3.174
480000,4,0,fir,manual-strided,2.635
480000,4,0,fir,iterator-strided-dynamic,2.671
480000,4,0,fir,iterator-strided-static,2.563
480000,4,2,fir,linear,1.489
480000,4,2,fir,copy-blockstrided,4.722
480000,4,2,fir,manual-blockstrided,2.925
480000,4,2,fir,iterator-blockstrided-dynamic,2.956
480000,4,2,fir,iterator-blockstrided-static,2.673
480000,8,0,fir,linear,0.383
480000,8,0,fir,copy-strided,2.611
480000,8,0,fir,manual-strided,2.637
480000,8,0,fir,iterator-strided-dynamic,2.673
480000,8,0,fir,iterator-strided-static,2.603
480000,8,4,fir,linear,1.516
480000,8,4,fir,copy-blockstrided,4.707
480000,8,4,fir,manual-blockstrided,2.915
480000,8,4,fir,iterator-blockstrided-dynamic,2.926
480000,8,4,fir,iterator-blockstrided-static,2.695
640000,2,0,fir,linear,2.179
640000,2,0,fir,copy-strided,6.876
640000,2,0,fir,manual-strided,3.833
640000,2,0,fir,iterator-strided-dynamic,3.532
640000,2,0,fir,iterator-strided-static,3.293
640000,4,0,fir,linear,1.119
640000,4,0,fir,copy-strided,4.818
640000,4,0,fir,manual-strided,3.47
640000,4,0,fir,iterator-strided-dynamic,3.247
640000,4,0,fir,iterator-strided-static,3.443
640000,4,2,fir,linear,1.77
640000,4,2,fir,copy-blockstrided,6.594
640000,4,2,fir,manual-blockstrided,3.814
640000,4,2,fir,iterator-blockstrided-dynamic,3.907
640000,4,2,fir,iterator-blockstrided-static,3.409
640000,8,0,fir,linear,0.594
640000,8,0,fir,copy-strided,3.94
640000,8,0,fir,manual-strided,3.517
640000,8,0,fir,iterator-strided-dynamic,3.242
640000,8,0,fir,iterator-strided-static,3.494
640000,8,4,fir,linear,1.799
640000,8,4,fir,copy-blockstrided,6.566
640000,8,4,fir,manual-blockstrided,3.79
640000,8,4,fir,iterator-blockstrided-dynamic,3.869
640000,8,4,fir,iterator-blockstrided-static,3.401
800000,2,0,fir,linear,2.352
800000,2,0,fir,copy-strided,8.492
800000,2,0,fir,manual-strided,4.641
800000,2,0,fir,iterator-strided-dynamic,4.283
800000,2,0,fir,iterator-strided-static,4.281
800000,4,0,fir,linear,1.341
800000,4,0,fir,copy-strided,5.81
800000,4,0,fir,manual-strided,4.252
800000,4,0,fir,iterator-strided-dynamic,4.23
