160000,2,0,contrast_sse,linear,0.468
160000,2,0,contrast_sse,copy-strided,1.276
160000,2,0,contrast_sse,manual-strided,0.753
160000,2,0,contrast_sse,iterator-strided-dynamic,0.48
160000,2,0,contrast_sse,iterator-strided-static,0.71
160000,4,0,contrast_sse,linear,0.165
160000,4,0,contrast_sse,copy-strided,0.836
160000,4,0,contrast_sse,manual-strided,0.437
160000,4,0,contrast_sse,iterator-strided-dynamic,0.265
160000,4,0,contrast_sse,iterator-strided-static,0.294
160000,4,2,contrast_sse,linear,0.28
160000,4,2,contrast_sse,copy-blockstrided,1.074
160000,4,2,contrast_sse,manual-blockstrided,0.567
160000,4,2,contrast_sse,iterator-blockstrided-dynamic,0.531
160000,4,2,contrast_sse,iterator-blockstrided-static,0.512
160000,8,0,contrast_sse,linear,0.089
160000,8,0,contrast_sse,copy-strided,0.558
160000,8,0,contrast_sse,manual-strided,0.433
160000,8,0,contrast_sse,iterator-strided-dynamic,0.318
160000,8,0,contrast_sse,iterator-strided-static,0.313
160000,8,4,contrast_sse,linear,0.273
160000,8,4,contrast_sse,copy-blockstrided,1.039
160000,8,4,contrast_sse,manual-blockstrided,0.54
160000,8,4,contrast_sse,iterator-blockstrided-dynamic,0.504
160000,8,4,contrast_sse,iterator-blockstrided-static,0.46
320000,2,0,contrast_sse,linear,0.816
320000,2,0,contrast_sse,copy-strided,2.927
320000,2,0,contrast_sse,manual-strided,2.252
320000,2,0,contrast_sse,iterator-strided-dynamic,1.894
320000,2,0,contrast_sse,iterator-strided-static,2.123
320000,4,0,contrast_sse,linear,0.422
320000,4,0,contrast_sse,copy-strided,1.834
320000,4,0,contrast_sse,manual-strided,0.937
320000,4,0,contrast_sse,iterator-strided-dynamic,0.874
320000,4,0,contrast_sse,iterator-strided-static,0.868
320000,4,2,contrast_sse,linear,0.831
320000,4,2,contrast_sse,copy-blockstrided,2.735
320000,4,2,contrast_sse,manual-blockstrided,1.931
320000,4,2,contrast_sse,iterator-blockstrided-dynamic,1.915
320000,4,2,contrast_sse,iterator-blockstrided-static,1.914
320000,8,0,contrast_sse,linear,0.204
320000,8,0,contrast_sse,copy-strided,1.516
320000,8,0,contrast_sse,manual-strided,1.321
320000,8,0,contrast_sse,iterator-strided-dynamic,1.258
320000,8,0,contrast_sse,iterator-strided-static,1.275
320000,8,4,contrast_sse,linear,0.86
320000,8,4,contrast_sse,copy-blockstrided,2.798
320000,8,4,contrast_sse,manual-blockstrided,1.906
320000,8,4,contrast_sse,iterator-blockstrided-dynamic,1.818
320000,8,4,contrast_sse,iterator-blockstrided-static,1.88
480000,2,0,contrast_sse,linear,1.618
480000,2,0,contrast_sse,copy-strided,5.07
480000,2,0,contrast_sse,manual-strided,3.467
480000,2,0,contrast_sse,iterator-strided-dynamic,3.312
480000,2,0,contrast_sse,iterator-strided-static,3.127
480000,4,0,contrast_sse,linear,0.813
480000,4,0,contrast_sse,copy-strided,3.275
480000,4,0,contrast_sse,manual-strided,2.052
480000,4,0,contrast_sse,iterator-strided-dynamic,1.892
480000,4,0,contrast_sse,iterator-strided-static,1.88
480000,4,2,contrast_sse,linear,1.554
480000,4,2,contrast_sse,copy-blockstrided,5.236
480000,4,2,contrast_sse,manual-blockstrided,3.223
480000,4,2,contrast_sse,iterator-blockstrided-dynamic,3.462
480000,4,2,contrast_sse,iterator-blockstrided-static,3.246
480000,8,0,contrast_sse,linear,0.396
480000,8,0,contrast_sse,copy-strided,2.635
480000,8,0,contrast_sse,manual-strided,2.134
480000,8,0,contrast_sse,iterator-strided-dynamic,2.103
480000,8,0,contrast_sse,iterator-strided-static,2.113
480000,8,4,contrast_sse,linear,1.559
480000,8,4,contrast_sse,copy-blockstrided,5.244
480000,8,4,contrast_sse,manual-blockstrided,3.262
480000,8,4,contrast_sse,iterator-blockstrided-dynamic,3.455
480000,8,4,contrast_sse,iterator-blockstrided-static,3.211
640000,2,0,contrast_sse,linear,2.063
640000,2,0,contrast_sse,copy-strided,7.22
640000,2,0,contrast_sse,manual-strided,4.553
640000,2,0,contrast_sse,iterator-strided-dynamic,4.24
640000,2,0,contrast_sse,iterator-strided-static,4.103
640000,4,0,contrast_sse,linear,1.144
640000,4,0,contrast_sse,copy-strided,4.408
640000,4,0,contrast_sse,manual-strided,2.891
640000,4,0,contrast_sse,iterator-strided-dynamic,2.683
640000,4,0,contrast_sse,iterator-strided-static,2.89
640000,4,2,contrast_sse,linear,2.067
640000,4,2,contrast_sse,copy-blockstrided,6.901
640000,4,2,contrast_sse,manual-blockstrided,4.388
640000,4,2,contrast_sse,iterator-blockstrided-dynamic,4.355
640000,4,2,contrast_sse,iterator-blockstrided-static,4.136
640000,8,0,contrast_sse,linear,0.557
640000,8,0,contrast_sse,copy-strided,3.682
640000,8,0,contrast_sse,manual-strided,2.864
640000,8,0,contrast_sse,iterator-strided-dynamic,2.73
640000,8,0,contrast_sse,iterator-strided-static,2.86
640000,8,4,contrast_sse,linear,2.063
640000,8,4,contrast_sse,copy-blockstrided,6.904
640000,8,4,contrast_sse,manual-blockstrided,4.314
640000,8,4,contrast_sse,iterator-blockstrided-dynamic,4.32
640000,8,4,contrast_sse,iterator-blockstrided-static,4.109
800000,2,0,contrast_sse,linear,2.687
800000,2,0,contrast_sse,copy-strided,8.948
800000,2,0,contrast_sse,manual-strided,5.522
800000,2,0,contrast_sse,iterator-strided-dynamic,5.332
800000,2,0,contrast_sse,iterator-strided-static,5.256
800000,4,0,contrast_sse,linear,1.432
800000,4,0,contrast_sse,copy-strided,5.921
800000,4,0,contrast_sse,manual-strided,4.303
800000,4,0,contrast_sse,iterator-strided-dynamic,4.371
800000,4,0,contrast_sse,iterator-strided-static,4.313
800000,4,2,contrast_sse,linear,2.761
800000,4,2,contrast_sse,copy-blockstrided,8.845
800000,4,2,contrast_sse,manual-blockstrided,5.367
800000,4,2,contrast_sse,iterator-blockstrided-dynamic,5.37
800000,4,2,contrast_sse,iterator-blockstrided-static,5.341
